"('mid',)","('pid',)"
tt0038477,nm0635278
tt0038478,nm0527244
tt0038478,nm0448839
tt0038478,nm0911698
tt0038478,nm0332333
tt0038492,nm0786073
tt0038492,nm0000581
tt0038494,nm0497738
tt0038494,nm0344246
tt0038494,nm0236279
tt0038499,nm0006388
tt0038499,nm0124002
tt0038499,nm0308177
tt0038499,nm0372942
tt0038559,nm0254154
tt0038559,nm0252100
tt0038559,nm0663763
tt0038559,nm0372942
tt0038574,nm0002042
tt0038574,nm0000180
tt0038574,nm0623768
tt0038574,nm0369743
tt0038574,nm0909727
tt0038574,nm0569414
tt0038577,nm0104447
tt0038577,nm0319148
tt0038577,nm0345965
tt0038589,nm0069410
tt0038589,nm0193466
tt0038589,nm0186355
tt0038589,nm0641199
tt0038589,nm0710723
tt0038589,nm0887858
tt0038589,nm0011343
tt0038589,nm0341178
tt0038589,nm0710299
tt0038621,nm0108579
tt0038621,nm0044831
tt0038622,nm0644048
tt0038622,nm0325106
tt0038622,nm0403595
tt0038650,nm0329304
tt0038650,nm0352443
tt0038650,nm0001008
tt0038650,nm0842485
tt0038650,nm0827821
tt0038650,nm0933858
tt0038661,nm0118227
tt0038661,nm0151310
tt0038661,nm0519487
tt0038661,nm0813584
tt0038668,nm0366942
tt0038668,nm0789520
tt0038668,nm0428177
tt0038668,nm0124918
tt0038668,nm0175028
tt0038668,nm0740528
tt0038668,nm0167065
tt0038668,nm0257700
tt0038668,nm0293388
tt0038668,nm0602840
tt0038669,nm0892044
tt0038669,nm0002133
tt0038669,nm0001379
tt0038669,nm0112218
tt0038675,nm0000005
tt0038675,nm0279027
tt0038687,nm0001379
tt0038687,nm0442105
tt0038694,nm0216755
tt0038694,nm0418972
tt0038694,nm0172628
tt0038694,nm0547949
tt0038700,nm0316807
tt0038700,nm0059555
tt0038718,nm0109205
tt0038718,nm0400056
tt0038718,nm0455733
tt0038718,nm0906929
tt0038718,nm0649603
tt0038718,nm0789693
tt0038718,nm0348687
tt0038718,nm0390839
tt0038718,nm0373429
tt0038718,nm0672093
tt0038718,nm0447039
tt0038718,nm0091069
tt0038718,nm0931614
tt0038718,nm0550581
tt0038718,nm0334030
tt0038718,nm0006241
tt0038718,nm0857203
tt0038733,nm0003836
tt0038733,nm0696247
tt0038762,nm0257143
tt0038762,nm0588003
tt0038762,nm0375500
tt0038762,nm0482193
tt0038765,nm0877957
tt0038765,nm0419765
tt0038769,nm0445123
tt0038769,nm0796242
tt0038769,nm0823905
tt0038769,nm0823906
tt0038773,nm0224634
tt0038773,nm0449462
tt0038773,nm0059553
tt0038773,nm0059555
tt0038773,nm0287931
tt0038776,nm0388841
tt0038776,nm0870150
tt0038776,nm0101115
tt0038776,nm0595654
tt0038777,nm0276284
tt0038777,nm0452134
tt0038777,nm0850895
tt0038780,nm0122446
tt0038782,nm0490206
tt0038782,nm0272045
tt0038782,nm0114602
tt0038782,nm0365661
tt0038787,nm0372942
tt0038787,nm0000033
tt0038787,nm0285218
tt0038787,nm0644048
tt0038823,nm0024847
tt0038823,nm0000019
tt0038823,nm0542843
tt0038823,nm0656496
tt0038823,nm0370883
tt0038823,nm0744023
tt0038823,nm0311931
tt0038823,nm0695390
tt0038824,nm0816458
tt0038824,nm0245213
tt0038824,nm0799442
tt0038853,nm0699535
tt0038854,nm0750822
tt0038854,nm0124002
tt0038854,nm0128906
tt0038873,nm0873707
tt0038873,nm0560857
tt0038873,nm0953123
tt0038890,nm0024847
tt0038890,nm0000019
tt0038890,nm0744023
tt0038890,nm0175924
tt0038908,nm0896520
tt0038908,nm0820713
tt0038913,nm0024847
tt0038913,nm0290000
tt0038913,nm0899170
tt0038913,nm0953790
tt0038924,nm0101504
tt0038924,nm0101511
tt0038934,nm0108579
tt0038934,nm0044831
tt0038937,nm0512702
tt0038937,nm0218626
tt0038937,nm0075344
tt0038948,nm0629580
tt0038948,nm0461594
tt0038948,nm0565242
tt0038948,nm0448566
tt0038948,nm0652314
tt0038958,nm0075344
tt0038958,nm0044831
tt0038958,nm0936254
tt0038965,nm0227481
tt0038965,nm0000581
tt0038965,nm0097286
tt0038965,nm0560857
tt0038965,nm0833448
tt0038969,nm0721468
tt0038969,nm0335577
tt0038969,nm0710683
tt0038969,nm0364873
tt0038969,nm0670328
tt0038969,nm0942723
tt0038969,nm0821707
tt0038975,nm0227571
tt0038975,nm0924781
tt0038984,nm0877957
tt0038984,nm0928603
tt0038984,nm0070900
tt0038988,nm0744035
tt0038988,nm0665875
tt0038988,nm0728307
tt0038990,nm0575022
tt0038990,nm0930082
tt0038990,nm0834898
tt0038990,nm0880618
tt0038991,nm0892044
tt0038991,nm0873193
tt0038991,nm0242938
tt0038991,nm0000080
tt0038991,nm0001379
tt0039011,nm0949363
tt0039011,nm0123194
tt0039017,nm0344246
tt0039017,nm0236279
tt0039029,nm0001379
tt0039029,nm0462321
tt0039035,nm0093397
tt0039035,nm0920216
tt0039035,nm0175333
tt0039035,nm0391318
tt0039036,nm0729694
tt0039036,nm0124002
tt0039037,nm0123754
tt0039037,nm0216755
tt0039037,nm0740622
tt0039037,nm0335471
tt0039040,nm0102818
tt0039040,nm0862419
tt0039040,nm0807977
tt0039041,nm0109945
tt0039041,nm0168829
tt0039066,nm0158737
tt0039066,nm0833017
tt0039066,nm0649183
tt0039066,nm0731387
tt0039074,nm0475149
tt0039074,nm0406808
tt0039080,nm0590361
tt0039080,nm0953015
tt0039082,nm0329304
tt0039082,nm0352443
tt0039082,nm0261455
tt0039082,nm0936644
tt0039082,nm0479052
tt0039082,nm0660923
tt0039090,nm0386750
tt0039090,nm0000041
tt0039090,nm0559700
tt0039101,nm0938288
tt0039101,nm0948634
tt0039110,nm0813584
tt0039110,nm0020622
tt0039110,nm0515270
tt0039111,nm0651585
tt0039111,nm0712617
tt0039111,nm0536941
tt0039116,nm0293166
tt0039116,nm0552399
tt0039116,nm0087433
tt0039116,nm0026960
tt0039116,nm0043791
tt0039116,nm0056558
tt0039116,nm0093397
tt0039116,nm0096394
tt0039116,nm0106505
tt0039116,nm0134662
tt0039116,nm0152834
tt0039116,nm0186355
tt0039116,nm0249136
tt0039116,nm0293366
tt0039116,nm0293388
tt0039116,nm0361971
tt0039116,nm0392662
tt0039116,nm0397175
tt0039116,nm0506889
tt0039116,nm0507673
tt0039116,nm0509501
tt0039116,nm0520997
tt0039116,nm0537201
tt0039116,nm0569650
tt0039116,nm0633684
tt0039116,nm0641199
tt0039116,nm0710723
tt0039116,nm0710865
tt0039116,nm0774827
tt0039116,nm0775149
tt0039116,nm0804026
tt0039116,nm0838068
tt0039116,nm0860373
tt0039116,nm0876223
tt0039116,nm0910199
tt0039116,nm0920465
tt0039116,nm0924824
tt0039116,nm0941138
tt0039116,nm1096509
tt0039116,nm1959421
tt0039152,nm0335455
tt0039169,nm0791084
tt0039190,nm0792845
tt0039190,nm0073394
tt0039190,nm0622251
tt0039190,nm0000697
tt0039190,nm0102818
tt0039192,nm0323869
tt0039192,nm0003836
tt0039192,nm0696247
tt0039204,nm0689796
tt0039208,nm0614645
tt0039208,nm0653617
tt0039211,nm0338751
tt0039211,nm0531335
tt0039211,nm0344631
tt0039217,nm0071722
tt0039217,nm0695292
tt0039217,nm0151452
tt0039217,nm0488057
tt0039220,nm0001294
tt0039220,nm0711905
tt0039224,nm0112218
tt0039224,nm0666377
tt0039226,nm0335471
tt0039226,nm0727411
tt0039226,nm0498738
tt0039226,nm0531335
tt0039226,nm0740622
tt0039243,nm0873707
tt0039243,nm0791144
tt0039243,nm0061510
tt0039243,nm0257143
tt0039277,nm0883017
tt0039277,nm0364777
tt0039277,nm0096394
tt0039277,nm0954554
tt0039286,nm0668122
tt0039286,nm0112218
tt0039288,nm0877957
tt0039288,nm2803228
tt0039294,nm0381082
tt0039294,nm0417511
tt0039302,nm0202681
tt0039302,nm0328959
tt0039305,nm0308177
tt0039305,nm0279795
tt0039305,nm0729694
tt0039305,nm0010987
tt0039305,nm0081126
tt0039311,nm0744035
tt0039311,nm0829742
tt0039311,nm0080135
tt0039313,nm0261400
tt0039313,nm0705228
tt0039313,nm0040841
tt0039313,nm0542649
tt0039320,nm0925397
tt0039320,nm0852338
tt0039320,nm0333820
tt0039320,nm0448839
tt0039320,nm0332333
tt0039324,nm0791017
tt0039324,nm0055693
tt0039324,nm0636002
tt0039324,nm0211964
tt0039324,nm0372942
tt0039335,nm0002106
tt0039335,nm0437717
tt0039335,nm0000636
tt0039337,nm0089637
tt0039337,nm0366942
tt0039337,nm0781895
tt0039349,nm0531627
tt0039349,nm0259838
tt0039349,nm0277943
tt0039370,nm0729694
tt0039370,nm0449755
tt0039370,nm0943362
tt0039372,nm0941280
tt0039372,nm0788058
tt0039391,nm0242897
tt0039391,nm0488057
tt0039391,nm0128332
tt0039391,nm0935525
tt0039396,nm0534693
tt0039396,nm0665875
tt0039402,nm0629580
tt0039402,nm0001294
tt0039404,nm0109205
tt0039404,nm0716206
tt0039404,nm0780799
tt0039404,nm0634486
tt0039404,nm0214111
tt0039404,nm0649603
tt0039404,nm0507760
tt0039404,nm0159767
tt0039404,nm0183183
tt0039404,nm0373429
tt0039404,nm0670328
tt0039404,nm0850895
tt0039416,nm0387740
tt0039416,nm0366454
tt0039416,nm0001415
tt0039417,nm0744023
tt0039417,nm0515491
tt0039417,nm0464378
tt0039417,nm0024847
tt0039417,nm0289974
tt0039420,nm0242897
tt0039420,nm0225283
tt0039428,nm0689796
tt0039428,nm0124918
tt0039428,nm0222079
tt0039428,nm0284079
tt0039431,nm0114095
tt0039431,nm0776997
tt0039431,nm0541641
tt0039431,nm0221865
tt0039431,nm0376575
tt0039431,nm0173679
tt0039431,nm0337582
tt0039437,nm0710723
tt0039437,nm0332146
tt0039437,nm0933133
tt0039464,nm0091213
tt0039464,nm0170660
tt0039464,nm0163624
tt0039464,nm0285199
tt0039477,nm0906850
tt0039477,nm0205065
tt0039477,nm0158737
tt0039477,nm0920216
tt0039478,nm0165021
tt0039482,nm0773660
tt0039482,nm0809731
tt0039482,nm0109148
tt0039482,nm0716307
tt0039502,nm0293388
tt0039502,nm0461113
tt0039502,nm0507265
tt0039502,nm0826873
tt0039502,nm0548993
tt0039515,nm0744035
tt0039515,nm0391972
tt0039536,nm0372942
tt0039536,nm0496468
tt0039536,nm0513787
tt0039536,nm0242897
tt0039545,nm0279795
tt0039545,nm0151452
tt0039563,nm0060576
tt0039563,nm0075911
tt0039563,nm0735096
tt0039566,nm0206325
tt0039566,nm0829330
tt0039566,nm0512231
tt0039566,nm0189496
tt0039581,nm0923333
tt0039581,nm0899254
tt0039583,nm0073394
tt0039583,nm0416556
tt0039589,nm0744576
tt0039589,nm0173952
tt0039589,nm0626773
tt0039589,nm0304605
tt0039595,nm0728307
tt0039595,nm0472708
tt0039628,nm0780833
tt0039628,nm0204016
tt0039631,nm0000122
tt0039631,nm0000080
tt0039636,nm0642156
tt0039636,nm0629580
tt0039645,nm0069410
tt0039645,nm0741439
tt0039645,nm0001362
tt0039651,nm0407456
tt0039651,nm0654868
tt0039661,nm0299154
tt0039661,nm0340343
tt0039666,nm0621783
tt0039666,nm0916987
tt0039666,nm0811770
tt0039668,nm0327921
tt0039668,nm0735879
tt0039668,nm0211993
tt0039676,nm0001907
tt0039677,nm0337837
tt0039677,nm0792670
tt0039689,nm0537784
tt0039689,nm0128906
tt0039689,nm0272045
tt0039694,nm0382562
tt0039694,nm0720904
tt0039694,nm0006388
tt0039694,nm0108833
tt0039694,nm0372942
tt0039698,nm0938439
tt0039698,nm0124918
tt0039725,nm0724337
tt0039725,nm0532030
tt0039725,nm0918061
tt0039737,nm0124002
tt0039739,nm0824715
tt0039739,nm0167241
tt0039739,nm0275081
tt0039748,nm0383421
tt0039748,nm0907759
tt0039750,nm0795080
tt0039750,nm0595654
tt0039750,nm0048305
tt0039750,nm0469473
tt0039757,nm0150163
tt0039757,nm0202681
tt0039757,nm0540816
tt0039761,nm0120190
tt0039761,nm0640993
tt0039768,nm0372942
tt0039768,nm0496468
tt0039768,nm0400568
tt0039768,nm0365661
tt0039776,nm0069410
tt0039776,nm0741439
tt0039776,nm0212700
tt0039800,nm0008069
tt0039806,nm0731387
tt0039806,nm0493071
tt0039806,nm0725218
tt0039806,nm0660923
tt0039808,nm0257700
tt0039808,nm0293388
tt0039808,nm0862122
tt0039808,nm0710865
tt0039822,nm0893736
tt0039822,nm0578483
tt0039825,nm0002545
tt0039826,nm0878605
tt0039826,nm0946753
tt0039834,nm0000005
tt0039834,nm0845496
tt0039840,nm0493251
tt0039840,nm0927738
tt0039840,nm0662213
tt0039840,nm0147119
tt0039850,nm0868974
tt0039850,nm0902121
tt0039850,nm0898573
tt0039850,nm0034124
tt0039850,nm0775770
tt0039850,nm0798432
tt0039853,nm0279795
tt0039853,nm0674759
tt0039853,nm0641199
tt0039853,nm0186355
tt0039853,nm0731592
tt0039853,nm0358591
tt0039871,nm0000041
tt0039871,nm0879939
tt0039881,nm0383421
tt0039881,nm0446132
tt0039887,nm0344709
tt0039887,nm0500284
tt0039887,nm0123194
tt0039895,nm0118914
tt0039895,nm0486538
tt0039896,nm0490206
tt0039896,nm0568060
tt0039912,nm0081788
tt0039912,nm0457427
tt0039926,nm0423357
tt0039926,nm0883901
tt0039927,nm0153698
tt0039927,nm0878605
tt0039927,nm0778618
tt0039931,nm0071657
tt0039931,nm0290931
tt0039931,nm0489679
tt0039931,nm0841848
tt0039931,nm0534221
tt0039937,nm0328959
tt0039937,nm0344631
tt0039937,nm0560857
tt0039941,nm0532030
tt0039941,nm0580648
tt0039941,nm0035655
tt0039973,nm0101115
tt0039973,nm0589616
tt0039973,nm0475823
tt0039998,nm0498738
tt0039998,nm0727411
tt0039998,nm0335471
tt0039998,nm0064305
tt0039998,nm0101115
tt0040000,nm0204608
tt0040000,nm0719756
tt0040000,nm0389536
tt0040000,nm0933885
tt0040064,nm0821716
tt0040064,nm0637793
tt0040064,nm0477437
tt0040064,nm0622251
tt0040068,nm0498738
tt0040068,nm0727411
tt0040068,nm0335471
tt0040068,nm0791217
tt0040068,nm0831290
tt0040076,nm0198143
tt0040076,nm0649183
tt0040076,nm0475823
tt0040076,nm0001203
tt0040076,nm0282984
tt0040087,nm0007186
tt0040087,nm0259838
tt0040092,nm0168413
tt0040092,nm0000019
tt0040092,nm0744023
tt0040092,nm0070981
tt0040092,nm0684083
tt0040092,nm0884952
tt0040098,nm0030478
tt0040098,nm0604698
tt0040098,nm0245213
tt0040098,nm0866243
tt0040109,nm0587277
tt0040109,nm0113689
tt0040109,nm0718871
tt0040109,nm0789758
tt0040142,nm0175909
tt0040142,nm0130196
tt0040142,nm0751899
tt0040155,nm0575547
tt0040155,nm0802561
tt0040160,nm0490206
tt0040160,nm0269879
tt0040160,nm0325785
tt0040175,nm0371771
tt0040175,nm0795851
tt0040175,nm0795080
tt0040178,nm0629240
tt0040178,nm0261400
tt0040178,nm0313434
tt0040178,nm0000265
tt0040185,nm0059553
tt0040185,nm0506201
tt0040185,nm0064095
tt0040202,nm0128332
tt0040202,nm0237225
tt0040202,nm0389002
tt0040202,nm0721913
tt0040202,nm0570215
tt0040202,nm1098613
tt0040221,nm0491306
tt0040221,nm0088748
tt0040242,nm0481766
tt0040242,nm0296207
tt0040242,nm0354317
tt0040257,nm0614645
tt0040257,nm0375841
tt0040257,nm0372942
tt0040270,nm0907013
tt0040270,nm0766665
tt0040270,nm0531878
tt0040270,nm0087581
tt0040270,nm0240488
tt0040270,nm0913244
tt0040271,nm0177990
tt0040271,nm0455510
tt0040271,nm0504054
tt0040308,nm0791084
tt0040308,nm0329304
tt0040308,nm0352443
tt0040308,nm0093397
tt0040317,nm0102818
tt0040317,nm0000697
tt0040321,nm0665875
tt0040321,nm0323869
tt0040331,nm0366942
tt0040331,nm0364661
tt0040331,nm0043081
tt0040338,nm0001294
tt0040338,nm0832593
tt0040338,nm0854789
tt0040366,nm0689796
tt0040366,nm0938183
tt0040367,nm0102818
tt0040367,nm0000697
tt0040367,nm0106764
tt0040367,nm0361837
tt0040367,nm0789675
tt0040369,nm0637793
tt0040369,nm0068650
tt0040416,nm0000636
tt0040416,nm0000059
tt0040418,nm0000005
tt0040418,nm0529508
tt0040427,nm0383421
tt0040427,nm0928108
tt0040427,nm0261400
tt0040444,nm0297190
tt0040444,nm0285385
tt0040458,nm0090840
tt0040458,nm0886668
tt0040458,nm0285361
tt0040481,nm0478383
tt0040481,nm0534191
tt0040481,nm0357607
tt0040481,nm0180191
tt0040491,nm0027173
tt0040491,nm0813584
tt0040495,nm0902121
tt0040495,nm0898573
tt0040495,nm0364668
tt0040497,nm0004244
tt0040497,nm0549804
tt0040497,nm0923941
tt0040499,nm0532030
tt0040499,nm0863062
tt0040499,nm0520960
tt0040505,nm0654868
tt0040505,nm0756861
tt0040506,nm0112218
tt0040506,nm0001379
tt0040506,nm0027173
tt0040512,nm0073394
tt0040512,nm0534693
tt0040512,nm0077159
tt0040512,nm0336682
tt0040512,nm0124926
tt0040522,nm0953790
tt0040522,nm0059030
tt0040522,nm0080755
tt0040522,nm0147599
tt0040522,nm0001120
tt0040522,nm0290000
tt0040522,nm0315657
tt0040522,nm0346291
tt0040525,nm0455271
tt0040525,nm0000080
tt0040525,nm0145336
tt0040525,nm0496468
tt0040525,nm0548529
tt0040536,nm0462321
tt0040536,nm0959003
tt0040536,nm0649097
tt0040550,nm0280878
tt0040550,nm0280904
tt0040552,nm0222079
tt0040552,nm0617737
tt0040558,nm0000636
tt0040558,nm0000080
tt0040580,nm0382548
tt0040580,nm0672093
tt0040580,nm0716206
tt0040580,nm0109205
tt0040580,nm0027011
tt0040580,nm0780799
tt0040580,nm0727370
tt0040580,nm0183183
tt0040580,nm0778852
tt0040580,nm0550581
tt0040580,nm0600954
tt0040580,nm0906929
tt0040580,nm0334517
tt0040582,nm0110958
tt0040582,nm0335471
tt0040582,nm0276252
tt0040582,nm0276227
tt0040582,nm0006234
tt0040582,nm0108519
tt0040582,nm0276352
tt0040597,nm0085804
tt0040597,nm0907239
tt0040607,nm0351918
tt0040607,nm0833879
tt0040613,nm0388233
tt0040613,nm0659085
tt0040613,nm0291035
tt0040614,nm0425913
tt0040614,nm0428179
tt0040614,nm1924374
tt0040622,nm0249647
tt0040626,nm0552058
tt0040636,nm0540816
tt0040636,nm0907013
tt0040643,nm0528530
tt0040643,nm0490206
tt0040643,nm0941280
tt0040652,nm0087906
tt0040652,nm0270736
tt0040652,nm0335471
tt0040652,nm0337084
tt0040652,nm0364777
tt0040652,nm0394774
tt0040652,nm0850168
tt0040662,nm0002042
tt0040662,nm0000180
tt0040662,nm0371552
tt0040662,nm0001907
tt0040662,nm0909727
tt0040669,nm0475823
tt0040669,nm0850895
tt0040669,nm0673279
tt0040669,nm0621790
tt0040669,nm0030694
tt0040679,nm0367060
tt0040679,nm0850895
tt0040679,nm0741439
tt0040679,nm0108519
tt0040679,nm0212700
tt0040679,nm0789520
tt0040694,nm0352443
tt0040694,nm0329304
tt0040694,nm0067103
tt0040694,nm0000581
tt0040694,nm0547966
tt0040694,nm0857004
tt0040695,nm0237225
tt0040695,nm0436475
tt0040695,nm0101115
tt0040695,nm0211964
tt0040705,nm0622251
tt0040705,nm0651585
tt0040705,nm0076665
tt0040705,nm0073394
tt0040705,nm0006388
tt0040705,nm0372942
tt0040720,nm0759029
tt0040720,nm0268779
tt0040723,nm0040852
tt0040723,nm0383421
tt0040723,nm0035615
tt0040723,nm0039022
tt0040724,nm0153698
tt0040724,nm0773660
tt0040725,nm0026153
tt0040725,nm0696247
tt0040725,nm0935773
tt0040725,nm0003836
tt0040737,nm0211459
tt0040737,nm0515491
tt0040737,nm0699750
tt0040737,nm0959617
tt0040737,nm0615889
tt0040737,nm0673773
tt0040737,nm0598101
tt0040737,nm0598102
tt0040740,nm0158737
tt0040740,nm0344391
tt0040740,nm0766665
tt0040740,nm0077889
tt0040740,nm0381082
tt0040740,nm0624535
tt0040745,nm0258493
tt0040745,nm0258525
tt0040745,nm0224634
tt0040745,nm0690360
tt0040745,nm0646590
tt0040746,nm0002025
tt0040746,nm0358096
tt0040746,nm0491306
tt0040746,nm0372942
tt0040751,nm0831022
tt0040751,nm0491076
tt0040751,nm0434835
tt0040751,nm0078827
tt0040761,nm0574982
tt0040761,nm0598749
tt0040761,nm0068393
tt0040765,nm0777849
tt0040765,nm0917047
tt0040765,nm0418972
tt0040765,nm0001050
tt0040765,nm0807441
tt0040765,nm0896830
tt0040766,nm0724337
tt0040766,nm0455244
tt0040789,nm0519487
tt0040789,nm0290809
tt0040795,nm0378540
tt0040795,nm0202600
tt0040798,nm0571306
tt0040798,nm0744576
tt0040798,nm0242938
tt0040798,nm0256831
tt0040806,nm0664022
tt0040806,nm0104503
tt0040806,nm0911720
tt0040806,nm0491306
tt0040820,nm0000697
tt0040820,nm0598572
tt0040820,nm0876223
tt0040820,nm4848074
tt0040823,nm0282061
tt0040829,nm0928108
tt0040829,nm0093430
tt0040829,nm0402848
tt0040834,nm0512231
tt0040834,nm0189496
tt0040834,nm0892044
tt0040834,nm0175333
tt0040835,nm0272045
tt0040835,nm0588003
tt0040835,nm0795080
tt0040843,nm0459067
tt0040843,nm0257143
tt0040852,nm0687741
tt0040852,nm0688853
tt0040852,nm0388554
tt0040852,nm0165542
tt0040852,nm0170763
tt0040852,nm0795975
tt0040852,nm0796950
tt0040862,nm0949363
tt0040862,nm0123194
tt0040862,nm0220094
tt0040866,nm0682881
tt0040866,nm0894015
tt0040866,nm0899581
tt0040872,nm0773660
tt0040872,nm0712947
tt0040872,nm0026660
tt0040876,nm0241416
tt0040876,nm0034124
tt0040884,nm0765490
tt0040884,nm0193466
tt0040897,nm0001379
tt0040897,nm0871252
tt0040919,nm0002545
tt0040934,nm0744576
tt0040934,nm0717767
tt0040934,nm6030810
tt0040934,nm0743213
tt0040946,nm0113689
tt0040946,nm0303930
tt0040946,nm0730120
tt0040965,nm0124918
tt0040965,nm0436475
tt0040965,nm0817336
tt0040970,nm0711905
tt0040970,nm0344645
tt0040971,nm0831897
tt0040971,nm0877957
tt0040974,nm0043081
tt0040974,nm0172741
tt0040976,nm0093397
tt0040976,nm0270700
tt0040976,nm0277943
tt0040976,nm0391318
tt0040978,nm0873707
tt0040978,nm0122446
tt0040979,nm0879939
tt0040979,nm0000041
tt0040980,nm0386750
tt0040980,nm0406808
tt0041085,nm0917200
tt0041085,nm0811467
tt0041085,nm0335471
tt0041085,nm0110958
tt0041088,nm0724307
tt0041088,nm0949418
tt0041090,nm0002106
tt0041090,nm0437717
tt0041094,nm0410331
tt0041094,nm0334370
tt0041094,nm0672093
tt0041094,nm0382548
tt0041094,nm0727370
tt0041094,nm0780799
tt0041094,nm0109205
tt0041094,nm0716206
tt0041098,nm0049898
tt0041098,nm0706417
tt0041098,nm0827767
tt0041107,nm0490206
tt0041107,nm0520478
tt0041113,nm0913014
tt0041113,nm0744035
tt0041154,nm0386426
tt0041154,nm0633792
tt0041154,nm0654868
tt0041158,nm0173679
tt0041158,nm0337582
tt0041158,nm0791084
tt0041162,nm0004170
tt0041162,nm0687741
tt0041162,nm0688853
tt0041162,nm0170763
tt0041163,nm0685265
tt0041172,nm0168829
tt0041172,nm0257745
tt0041178,nm0537784
tt0041178,nm0010987
tt0041178,nm0941556
tt0041182,nm0241416
tt0041182,nm0071657
tt0041182,nm0770337
tt0041187,nm0303930
tt0041187,nm0150462
tt0041187,nm0405077
tt0041187,nm0775419
tt0041198,nm0383421
tt0041198,nm0958424
tt0041207,nm0731387
tt0041207,nm0623862
tt0041239,nm0286025
tt0041239,nm0488066
tt0041253,nm0878605
tt0041253,nm0636002
tt0041253,nm0122446
tt0041257,nm0587743
tt0041257,nm0072639
tt0041257,nm0524403
tt0041259,nm0069410
tt0041259,nm0878494
tt0041268,nm0297190
tt0041268,nm0870511
tt0041268,nm0101115
tt0041269,nm0598560
tt0041269,nm0484479
tt0041327,nm0501973
tt0041327,nm0202627
tt0041329,nm0605923
tt0041329,nm0829330
tt0041329,nm0486538
tt0041361,nm0905729
tt0041368,nm0390770
tt0041368,nm0295786
tt0041373,nm0928623
tt0041373,nm0636002
tt0041373,nm0928625
tt0041378,nm0371771
tt0041378,nm0742843
tt0041378,nm0542649
tt0041386,nm0709446
tt0041387,nm0827666
tt0041399,nm0000005
tt0041423,nm0017272
tt0041423,nm0017274
tt0041423,nm0868307
tt0041430,nm0283780
tt0041430,nm0410877
tt0041430,nm0299797
tt0041430,nm0234502
tt0041445,nm0532030
tt0041445,nm0665875
tt0041452,nm0324537
tt0041452,nm0324499
tt0041452,nm0416556
tt0041460,nm0178785
tt0041473,nm0501973
tt0041473,nm0915873
tt0041487,nm0948634
tt0041487,nm0917783
tt0041487,nm0000581
tt0041495,nm0337084
tt0041495,nm0028826
tt0041495,nm0313434
tt0041495,nm0805577
tt0041497,nm0002087
tt0041497,nm0189868
tt0041497,nm0307088
tt0041498,nm0496468
tt0041498,nm0818700
tt0041498,nm0928444
tt0041498,nm0733887
tt0041503,nm0202590
tt0041503,nm0237225
tt0041507,nm0352443
tt0041507,nm0329304
tt0041507,nm0868974
tt0041507,nm0710723
tt0041507,nm0529450
tt0041507,nm0000036
tt0041509,nm0710865
tt0041509,nm0475823
tt0041509,nm0324690
tt0041509,nm0372942
tt0041513,nm0001203
tt0041513,nm0534693
tt0041514,nm0204016
tt0041514,nm0809964
tt0041515,nm0741439
tt0041515,nm0789520
tt0041515,nm0224634
tt0041546,nm0395170
tt0041546,nm0357607
tt0041546,nm0226538
tt0041546,nm0593867
tt0041555,nm0850168
tt0041555,nm0598267
tt0041555,nm0609380
tt0041571,nm0766507
tt0041571,nm0139015
tt0041587,nm0143837
tt0041587,nm0459255
tt0041587,nm0000581
tt0041594,nm0813584
tt0041594,nm0556945
tt0041594,nm0373511
tt0041594,nm0017301
tt0041594,nm0072639
tt0041604,nm0850895
tt0041604,nm0072214
tt0041604,nm0555617
tt0041604,nm0020041
tt0041604,nm0195496
tt0041604,nm0372942
tt0041604,nm0740056
tt0041610,nm0792090
tt0041610,nm0257669
tt0041610,nm0832544
tt0041613,nm0506889
tt0041613,nm0531627
tt0041613,nm0546786
tt0041613,nm0605215
tt0041615,nm0034124
tt0041615,nm0281306
tt0041622,nm0272045
tt0041622,nm0090808
tt0041625,nm0028826
tt0041625,nm0534693
tt0041625,nm0153698
tt0041650,nm0741656
tt0041650,nm0178260
tt0041671,nm0475823
tt0041671,nm0527244
tt0041671,nm0729694
tt0041671,nm0449755
tt0041671,nm0609059
tt0041671,nm0907003
tt0041672,nm0258493
tt0041672,nm0258525
tt0041672,nm0758409
tt0041673,nm0397220
tt0041673,nm0506575
tt0041687,nm0455510
tt0041687,nm0802025
tt0041687,nm0156732
tt0041694,nm0072639
tt0041694,nm0877957
tt0041694,nm0941280
tt0041694,nm0500552
tt0041699,nm0452878
tt0041699,nm0000041
tt0041716,nm0337582
tt0041716,nm0173679
tt0041716,nm0730385
tt0041719,nm0168413
tt0041735,nm0920229
tt0041735,nm0001907
tt0041735,nm0000180
tt0041735,nm0371552
tt0041737,nm0165021
tt0041746,nm0838865
tt0041746,nm0242897
tt0041746,nm0629580
tt0041746,nm0001415
tt0041746,nm5234602
tt0041767,nm0471341
tt0041767,nm0791144
tt0041776,nm0010063
tt0041776,nm0102392
tt0041776,nm0701090
tt0041786,nm0308594
tt0041786,nm0812026
tt0041786,nm0227571
tt0041786,nm0448839
tt0041786,nm0390357
tt0041790,nm0057983
tt0041790,nm0130196
tt0041790,nm0337084
tt0041792,nm0825705
tt0041796,nm0948634
tt0041796,nm0533418
tt0041822,nm0232527
tt0041822,nm0668122
tt0041838,nm0489679
tt0041838,nm0290931
tt0041838,nm0482959
tt0041838,nm0413022
tt0041841,nm0113689
